Cases,Label
1533585,0
4401533,0
4666983,0
4268996,0
2412152,0
1501990,0
3746041,0
2007076,0
4959921,0
3246143,1
1533133,0
4996732,0
2431284,0
2860715,0
4599488,0
4997983,0
3950052,0
2502166,0
1592251,1
2053293,0
1130120,0
3294413,1
1449672,0
1057485,0
4686421,0
2720925,0
5925163,0
2923037,0
2299943,0
2724149,0
3983146,0
3111021,0
3295478,0
5516086,0
2608827,0
2965618,0
1741551,0
4959801,0
5622363,0
3576525,1
3903890,0
3035537,0
4752630,0
4753075,0
5675310,0
1491358,0
1497925,0
5238793,0
2055593,0
4177235,0
1466167,0
3339304,0
1794515,1
4111175,0
4336972,0
1016821,0
4634416,0
4072678,0
1850612,0
2808001,0
4588587,0
3473894,0
4229105,0
1786281,1
3164571,0
2464762,0
3518632,0
3614125,0
2549590,0
2598926,0
1295850,0
5915058,0
2217346,0
2688863,0
5050802,0
1446037,0
1830728,0
3161295,0
2220060,0
1341698,0
4027030,0
4099288,0
2296818,1
2691483,0
4165654,1
2394378,0
3358089,0
1839416,0
3221314,0
5730357,0
1842933,0
2574300,1
4915706,0
4559864,0
1544891,0
1202081,0
3665071,0
3430650,1
1996763,0
4329140,0
5694455,0
1508512,0
1609168,0
3966144,0
1135039,0
2458040,1
1551407,1
1707289,0
3903025,0
3146776,0
3802302,0
2481372,0
6009542,1
5426606,0
2134109,0
2983411,0
5805391,0
3032655,0
1491840,0
1656161,0
2865331,0
2987002,0
2067443,0
5794103,0
2687903,0
5407500,0
5943436,0
1437888,0
1129611,0
1581217,0
1197385,0
5407715,0
3997716,0
1916073,0
5100366,1
5366733,0
3876532,0
3093037,0
3897297,0
1894065,0
2977627,0
4615354,0
5124982,0
3452708,0
4642919,0
4296888,0
3182618,0
3637050,0
5369825,0
4654322,0
2258663,1
2556340,0
1094210,0
4722364,0
5744758,0
2512648,0
2292390,1
2021086,0
1835589,0
5273554,0
1464936,1
3902284,0
2084756,0
4108505,0
2764148,0
2499884,0
3894864,0
4229832,0
4993322,0
5318762,0
1272354,0
2454264,0
3129541,0
5488310,1
1026003,0
4539228,0
4161012,1
5049317,0
4438060,0
5966856,0
5969458,0
2720084,0
2912589,0
3874615,0
5681170,0
1956753,0
3404796,0
2847991,0
1338400,0
4649058,0
2547212,0
3223129,1
6024345,0
4330889,0
2557694,0
3125271,0
1909263,0
4949373,0
2357174,0
2974377,0
3759069,0
1709858,0
1358852,0
4515222,0
5006464,0
4315011,1
1858302,0
4552362,0
1734477,1
1160868,0
3226934,0
4466389,0
3249277,1
5335537,0
5716801,0
2204674,0
2194049,0
4406187,1
2422430,1
4523787,0
3822176,0
3415008,0
1661143,0
4413001,1
4916623,0
3031180,0
5578072,0
3099623,0
5132291,0
2091375,0
2081425,0
1214658,0
3903949,0
2515143,0
5293677,0
1025541,1
1658737,0
2392126,1
5609082,0
4778151,0
4618544,1
2157640,0
2273252,0
1883626,0
4670216,0
3699399,0
1568225,0
4302537,0
1558195,0
2024624,0
3088876,0
3329619,0
4217827,0
5610843,1
5738837,0
2895144,0
3055857,1
3981345,0
3009824,0
5637573,1
2793898,0
4674433,0
1369020,0
5606242,0
1817324,1
1574356,1
4320234,1
2325344,0
1425429,0
2016873,0
1906135,0
2911675,0
3869033,0
2360455,0
5999571,0
2632421,0
4194154,0
3722248,0
5451136,0
1753965,0
1335704,0
4495044,0
1003479,0
4927685,0
2216248,0
5326228,0
1446285,0
1423857,0
4063449,1
1515921,0
2534525,0
5542922,1
5704402,0
1427766,0
1637976,0
2195409,0
2916569,0
5500112,0
5771353,0
3921152,1
5836985,0
3524004,0
2393966,0
2242998,1
3928323,0
2580582,0
4960645,0
1576688,0
4563336,0
3266824,0
1294363,0
1596259,1
5351482,0
2869285,0
3768296,0
1899320,0
2673218,0
5540347,1
3765328,1
5718965,0
4225098,0
6014957,0
4931704,0
4597880,0
5011367,0
2811684,0
4414043,0
4689241,0
5823324,0
1825145,0
3432019,0
2061735,0
3475209,0
1192338,0
3190373,0
4678010,0
1043539,1
5267844,0
4994921,1
5809477,0
4556537,0
3003897,0
3470885,0
2215675,0
5572063,0
3902180,0
3917398,0
5167791,0
2394944,0
4360369,1
2012837,0
3887610,0
1936320,0
1683862,0
2703388,0
1416264,0
3324924,1
5670179,0
5590262,0
5299279,0
5728148,0
5129070,1
4575135,0
4478141,0
4142636,0
5187183,0
1106767,0
5194891,1
4471503,1
1402135,0
1770704,1
4687944,1
2354780,0
4980762,0
5680398,0
2673262,0
2520394,0
2933100,1
1582670,0
2138053,0
1892107,0
1765014,1
3481816,0
1940527,0
4355353,0
3442677,1
3194307,1
5066736,0
5342161,0
2331333,0
4640541,0
2707918,0
3039879,0
3651365,0
1969625,0
3492254,0
2954974,0
5086980,1
1756542,0
2945077,0
2941248,0
4466077,0
4551651,0
4197607,0
4181388,0
4191028,0
5822996,0
1058174,0
2139663,0
4325018,0
4181038,0
2655864,0
5487415,0
4036194,0
2673070,0
5039638,0
1757147,0
3983178,0
1208943,0
4175481,0
1468616,0
2699612,0
2414630,0
2852793,0
5996031,0
2674457,1
1568398,0
1779528,0
3284572,0
1736565,0
3505048,0
4561581,0
1591034,0
1133725,1
4036645,0
2687552,0
1468387,1
3781503,0
5597879,0
1391699,0
3945779,0
1145368,0
2952407,0
2880362,0
5366952,0
3061541,0
3923286,0
3579185,0
5979672,0
4763832,0
4144228,0
2326911,0
4839838,0
4898077,0
2185702,0
2772385,0
1110621,0
2972373,0
3104414,0
4923804,1
1288178,0
5248047,1
2389032,0
4011625,0
5888803,0
4377947,0
5116282,1
2247444,0
1182753,0
1961663,0
4559027,0
1508772,1
2824101,0
6016188,1
2452355,0
2737367,0
1407809,0
2020249,0
4533330,0
5073869,1
5069723,1
3489167,0
5060268,0
4289966,0
2669642,0
4472648,0
4080262,0
3907824,0
2761906,0
2623079,0
1444455,0
4750048,0
5496696,1
5772526,0
1733519,0
3910116,0
5755238,0
1232641,0
5431846,0
1593854,0
4923160,0
3478028,0
5519577,0
2987983,0
1458633,0
5712793,0
2041365,0
2092042,0
3475675,0
2158188,0
1948620,0
5568483,0
4728927,1
4080668,0
3673851,0
2083286,0
5853625,0
2227799,0
1474713,0
5826269,0
3140670,0
4939715,0
2644913,0
5794766,0
2930400,0
5257116,0
1552177,1
2861840,1
1722646,1
5171301,0
5174121,0
3555634,0
2107257,0
1026495,0
3175187,0
3872469,0
3262010,0
1126480,0
2552836,0
5448157,0
1604795,0
2014079,0
4387232,0
2080796,0
3411035,0
3441162,1
2249463,0
1126110,0
3794312,0
2454558,0
3799391,1
3420827,0
5295022,0
5937099,0
4508357,0
2888731,0
1764285,0
1339026,0
4145359,1
1108263,0
4133048,0
3997727,0
1100111,0
5040606,0
1546106,0
1821347,0
3216644,1
1104418,1
1357922,0
4964948,0
4636636,0
1473491,0
5486786,0
3688184,0
4771183,0
3130514,0
5016385,0
1872685,0
5979263,0
1757036,0
3830333,0
4960177,0
1320203,0
3511913,0
1108941,0
3496707,0
5308771,0
4366382,0
1703120,0
5761935,1
3706829,0
2109567,1
3568533,0
1785408,0
2046324,0
3769848,0
4353952,0
5410103,0
3981117,0
4164672,0
4106000,0
4648866,1
3579471,0
3647937,0
5985640,0
2141698,0
5563520,0
4324554,1
5601555,0
3496632,0
4457852,0
3179632,0
5229659,0
5351198,0
4796112,0
3419586,0
2071593,1
4994341,0
3289780,0
3292135,0
5812679,0
1380283,1
2487954,0
3775131,0
3191619,0
5032554,1
5870380,0
4507894,0
5303717,0
3001504,0
5778285,0
1083673,0
3579912,0
5095794,0
3218516,0
4148752,0
3893340,0
2360117,0
3528446,0
3361426,0
4839603,0
5786631,1
5445632,0
4273236,0
2892907,0
2392117,0
4883254,0
1020189,0
4026302,0
3284682,0
4414528,0
1518594,0
3203381,0
5970887,0
5464437,0
3779587,0
6018269,0
4670682,0
4374111,0
1729499,1
2573655,0
5991133,0
1134526,0
4433448,0
2414005,0
5379684,0
3874268,0
1743228,0
5615406,1
3165261,0
1765657,0
3811954,0
5983995,0
2623989,0
4732941,0
1001099,0
1916785,0
3071576,0
1068335,0
3392096,0
5850213,0
2297366,0
4119978,0
1301411,0
4801928,0
3575555,0
1222668,0
3846809,0
1607713,0
2020152,0
3257295,0
1460074,0
5817022,0
5749853,0
4646145,0
5266944,0
3553868,0
2665574,0
2861567,0
5040911,0
3357704,0
5819923,0
2272821,0
5994629,1
1994887,0
4207062,0
1893887,0
3293711,0
3518087,0
1269823,0
5411910,0
4928451,0
1325766,0
3476255,0
4561399,0
5069367,0
2912014,0
3611364,0
3180968,0
4287836,0
3605135,0
4453164,0
5276184,0
5596405,0
4926025,1
1927189,0
2533060,0
5851108,0
5296471,0
4004942,0
4127800,0
4056152,0
4341178,0
2686592,0
1730511,0
5902252,0
4670608,0
5607583,0
4871672,0
1356984,0
4920705,0
4972188,0
3680298,0
2909415,0
5148491,0
5227148,0
4994966,0
1269247,0
1606510,0
1150345,0
5319899,0
3349605,0
1153662,0
5665658,0
4962963,1
5729648,1
1671160,0
4620633,0
2641406,0
4369079,0
5958817,0
5470224,0
3543367,0
2317132,0
5642097,0
5129894,0
4851766,0
5450913,1
4580562,0
5967084,1
2854321,0
4660735,0
2074800,0
1752478,1
2531897,0
5366695,0
4448503,0
1586913,1
2438291,0
2146414,0
5646013,0
4641939,0
5624574,0
3570709,0
3869360,0
4535535,0
2457157,1
1598581,0
4768604,0
2092496,1
3099500,0
4933980,0
3531584,0
5414735,0
4581129,0
5280837,0
4462474,0
1225804,0
3559664,0
4210926,0
5679697,0
3596096,1
4221061,0
5821614,0
2806198,0
3770583,0
2984398,0
5359586,0
5334571,1
2525227,0
3730896,0
3168701,0
2000036,0
4448438,0
1113259,0
3344918,0
2513205,0
5848737,0
3344127,0
3581290,0
2344194,1
5290169,0
3526589,0
4717756,0
3032905,0
1074624,0
5691680,0
3459093,0
4629501,0
5912129,0
5390077,1
2702230,0
3626129,0
5014275,0
4391081,0
3857802,0
2632920,0
1053225,0
3079262,0
5186711,0
2072427,0
4609915,0
4446757,0
5951639,1
5476768,0
4571607,0
2269030,0
3734995,0
3913007,0
3352485,0
4640537,0
2607943,0
3361952,0
2097016,0
1686652,1
1811101,0
1321964,0
5914281,1
4237603,1
4821817,1
3767988,0
3850650,1
1257567,0
3595313,0
5201573,0
2088595,0
5383501,0
5218831,0
3985915,0
2714455,0
1430220,0
5518356,0
2018804,0
5061223,0
2955381,0
1155097,0
2027014,0
1812941,0
2982951,0
3892463,0
5039477,0
1454122,0
4585174,0
2192910,0
2245505,0
4590904,0
5562999,0
4879055,1
1350346,1
4381127,0
4081868,0
4606818,1
3096054,0
3961450,0
4868357,1
2250286,0
2846127,0
1831543,0
5242987,0
3700337,0
2360647,0
4919323,0
2518906,0
2258252,0
5645826,0
4029218,0
1004204,0
2216054,0
5996975,0
4925904,0
1873104,1
2660067,0
1119563,0
1861264,0
3431542,1
4496772,0
1158656,0
5418756,0
4213545,0
6015025,0
4241739,0
2437747,0
5119365,0
5341173,0
1547901,0
1884770,0
1939723,0
5791304,0
1437079,0
2043269,0
2232345,0
2805312,0
4442154,0
2612706,0
5344682,0
3965109,1
2209057,0
1226367,0
2280061,0
1448338,0
5513800,0
3736269,0
4036038,0
1432619,0
3580527,0
4175768,0
2687955,0
2018332,0
3687455,0
5857899,0
4959790,0
4190568,0
2013225,0
5973439,0
5631192,0
4878100,0
2282534,0
4959523,0
5132625,0
2184360,0
2312440,0
3215553,0
5547573,1
2785746,0
5586248,0
5136512,0
3779753,0
3773410,0
1225481,0
5724870,0
1021666,1
2838615,0
1506824,0
4634950,0
4701398,0
1006265,0
3812876,0
1003628,1
4061127,0
5031089,0
4639560,0
1073910,0
3129423,1
4064319,0
5076581,0
3047097,0
2649451,0
4538285,0
3388907,0
1882960,0
1049783,0
2269829,0
3676518,0
4251409,0
4349829,0
3760951,1
5501953,0
3373756,0
2494995,0
2186898,1
4342992,0
4832795,0
3700658,0
4075274,0
4692632,1
5442350,0
3317268,1
4507122,0
4121473,0
3759274,0
4885805,0
2298161,0
2399022,0
3448410,0
3663724,0
1602685,0
1618909,0
1374295,0
1202889,1
3155302,1
5333782,0
3397075,0
3190809,0
4833105,0
3043133,0
3244566,0
3043055,0
2376389,0
4038159,0
2101989,0
1466216,1
5600665,1
2191365,0
3336830,0
3182356,1
3374253,0
4999765,0
1699020,1
5088033,0
2899405,1
4686858,0
1321222,0
1506276,0
4620956,0
4483741,0
4417450,1
3492263,0
1745818,0
3664597,0
1743957,0
2447564,0
5829148,0
5949682,1
4081325,0
2553041,1
1743824,0
4612015,0
3818645,0
2378352,0
1140310,0
4615677,0
2335128,0
5034993,0
2057470,0
2840285,0
4448411,0
1633919,0
4840749,0
5488627,0
3299878,0
1551840,0
4097649,0
4287663,1
2896859,0
3369027,1
3813455,0
2190979,0
4144032,0
1746909,0
5548542,0
4620522,0
3018352,0
5222549,0
2201895,0
4237998,0
3804498,1
5252993,1
3851475,0
2241152,0
2332879,0
4972260,0
4357510,0
4098362,0
2686339,0
3261434,0
2103631,1
1669162,0
5414337,0
3516505,0
1647060,1
3243896,1
4632699,0
5161464,0
1613115,0
2411219,1
5000426,0
3185785,0
2562386,0
5171403,0
1724083,0
4248177,0
1832322,0
5032757,0
5769741,0
1551730,0
5516651,0
2271198,0
5295906,0
2628619,0
4672304,0
2448317,0
3336325,0
3805025,0
3826653,0
4336885,0
5947987,0
3651878,0
5259562,0
2597687,0
4893297,0
5236549,0
4204995,0
1651331,0
5259256,1
2908749,0
1270826,0
2870756,0
2777413,0
2566803,0
4175183,0
2261041,0
3145735,0
3964851,0
1160517,0
3150616,0
1022471,0
3828352,0
3008747,1
3109403,0
1896027,0
2744664,0
2386128,1
3502026,0
2756311,0
4557103,0
1133923,0
1037665,0
4133921,0
2734921,0
5818525,0
2685118,0
2626897,0
5990787,1
1849144,1
4053789,0
1410874,0
3652924,0
5163048,0
1349945,0
3108430,0
4445361,0
2140311,0
3220797,0
4108226,0
1969385,0
2837874,0
2543545,0
5663178,0
3670805,0
3511064,0
2168539,0
2893395,0
4161511,0
3470653,0
5514073,0
2419504,0
3568470,0
2028003,0
5031996,0
1963722,0
5096936,0
1489214,1
2126969,0
1556278,0
1745422,0
2079216,0
2715503,0
4269583,0
4917973,0
4772423,0
3386348,0
3896952,0
2281949,0
1863578,0
1138378,0
3161666,0
3031249,0
4153536,0
4059343,0
2314211,0
3916348,1
1864494,0
2170838,0
4849360,0
4289312,0
2859082,0
2339080,1
4679410,0
2802725,0
5926526,0
4978505,0
5150056,0
3080018,0
1404229,0
5274210,0
1400120,0
4739698,1
4192591,0
1920059,0
1598911,0
3512959,0
4912942,0
4574227,0
4373717,1
5930341,0
2236309,1
4221321,0
3347098,0
5806309,0
5360245,0
1577281,1
5205247,0
5397820,0
3002739,0
5347025,0
1607527,1
1658062,1
2837691,0
4083352,0
2061225,0
3961137,0
4972719,0
4576264,0
1071257,0
4181056,0
3245923,0
5821925,0
5795265,0
5668290,0
2216396,0
3305964,0
5282316,0
1569282,0
5775535,1
4976184,0
5446318,0
2730851,0
5452402,0
5502134,0
4579007,0
3319739,0
2155032,0
5406275,0
1600890,0
4130732,1
3258842,1
2207885,0
5521474,0
4921122,0
3072512,1
5243971,0
1152941,0
5447438,0
5727719,0
5794631,0
5217927,0
1218429,1
2002976,1
4315056,0
5295701,0
3764066,0
5630431,0
5907572,0
2405812,0
3733012,0
2026462,0
1221516,0
2407799,1
1912348,0
5449618,0
2295640,0
5685156,0
4473374,0
2150145,0
2283396,0
5100093,0
2401114,1
4076203,0
4197918,0
1386491,0
4997117,0
5806604,0
2972471,0
2237822,0
3443025,0
2848601,0
2759780,0
5517087,0
1728327,0
2817954,1
4368404,0
1087591,0
2951404,0
4053263,0
5413712,0
4713680,1
4369569,0
3484224,0
4847503,0
1008997,0
5500224,1
3136668,0
2989493,0
4734855,0
3437065,0
4998547,0
3099708,0
1761582,0
4226124,0
3420782,0
2355905,0
5383422,0
3191855,0
2186175,0
2144147,0
4656452,0
2043573,0
5237503,1
3555676,0
1497665,0
1313925,0
1468029,0
2784371,0
4941496,0
4037777,0
3546622,0
5262452,0
3650940,0
2207174,0
2783218,1
1521557,0
1541249,1
2914082,0
2705517,0
5524756,0
2880584,0
5118786,0
3714975,0
4284815,0
1411622,0
1418612,0
3392958,0
4408008,0
4903315,0
5770601,0
1719394,1
5291885,0
3422878,1
5885674,1
6023609,0
1177106,0
5932285,0
3262256,0
5379262,1
2990926,0
1313546,1
3355832,1
3259794,0
5507619,0
5644579,0
3098842,1
1959742,1
4807715,0
1415348,1
5937744,0
1532239,0
1591179,0
2459902,0
2223001,0
2596590,0
5559573,0
3211230,0
5078456,0
1634654,0
5483856,0
4404786,0
4661642,0
6003101,1
5586971,0
3365032,0
2878895,0
1320078,0
2578489,0
1621816,0
1220283,0
5389898,0
2928687,0
3332095,0
5247341,0
3003539,0
2468802,0
1229479,0
1265699,0
3447646,0
4504848,0
3456677,0
1901949,0
3134519,0
4857653,0
5263076,0
5084723,0
3890559,0
1886782,0
3170443,0
4097695,1
3903772,0
2469566,0
1427922,0
1854769,0
2192768,0
3307361,0
6017747,0
1254745,0
2281226,0
4379366,0
1657929,0
2335643,0
5667900,0
5863244,0
4993346,1
5399631,0
3531516,0
2266121,0
1336764,0
1079175,0
1717660,0
1599790,0
4914134,1
3858211,0
2970779,1
4442759,0
2632988,0
1945298,0
2772713,0
5709720,0
4575627,0
2560651,0
5001500,0
2302914,0
4947209,0
3331149,0
3642461,1
3666111,0
2025872,0
4334348,0
1420503,0
2097193,0
3662251,0
5969509,0
1541944,1
1373274,0
1161599,1
3818365,0
1790892,0
2939216,0
2419473,0
2093079,1
4876804,0
1296766,0
3254755,0
3100497,0
2531655,0
2168761,0
1614843,0
1444313,0
1744356,0
2173165,0
1664886,0
2165754,0
4362845,0
1914006,0
1593973,0
4817853,0
2920545,0
2900941,0
1249532,0
3802316,1
3858225,0
1107608,0
1789894,0
4322730,0
1790483,0
2555722,1
3355992,0
4343358,0
3321211,0
2696504,0
2325050,1
2377382,0
3392587,0
5192860,0
6006316,0
1445859,0
4062796,0
3856613,0
2680788,0
2735450,0
4063188,0
1430784,0
3913595,0
5492208,0
1196621,0
1109593,1
3203079,0
4051531,0
2466583,0
1066870,0
5217182,0
5912054,0
1568600,0
5306993,1
3717462,0
4685260,0
2455050,0
4942156,0
3959090,0
4312883,0
1483575,0
1375310,0
5796853,0
2231308,0
5756674,1
1091623,1
3468021,0
4465476,0
4854362,0
3011726,0
5128252,1
1713104,0
5199637,0
3690682,0
5101676,1
4134411,0
1556406,0
3744221,0
5447295,0
4555904,0
5055988,0
1612621,0
3956136,0
2731936,0
2560765,1
3119649,0
4848123,0
2779909,0
1814872,0
4024238,0
4380034,0
1646990,0
3633084,0
5292166,0
2489472,0
3879224,1
4841334,0
3413234,0
2958849,0
1088080,0
2977894,0
3562182,0
2483419,0
2818689,0
5796448,0
1288788,0
1574006,0
2414934,0
2435177,0
3935527,0
4770873,0
3727922,0
5007125,0
1217723,0
4439023,0
1556179,0
3231986,0
4457562,0
3166994,1
2475323,0
3201896,0
5928653,0
2449357,0
1116423,0
4382983,0
2657210,0
2257294,0
5312378,0
4520331,0
3152069,0
4337923,0
1634470,0
4749965,0
3061613,0
1859205,0
5387782,0
5348831,0
4064639,0
4909011,0
2056924,1
5937118,0
2349517,0
5480440,0
3760150,0
1782863,1
5937648,0
4794293,0
2817360,0
3507378,0
2200181,0
4784838,0
3246553,0
3027214,0
1391150,0
3873427,0
2592525,1
1894750,0
5728311,0
4239479,0
3858801,0
4815780,0
2079307,1
5822234,1
5667621,0
4661776,0
1669488,0
5182661,0
3360273,0
1994377,0
5976821,1
2242157,0
1280930,0
1804531,0
4010353,0
2533736,1
3041622,0
4587648,1
5909868,0
4078929,0
3307501,0
2699375,0
4267469,0
4895285,0
4326086,0
3793031,1
1198190,0
5527556,0
1319152,1
2574948,0
3867152,0
1831179,0
5795795,0
5708985,0
5870812,0
4489107,0
3738162,0
3178909,0
5577922,0
2776042,0
2969114,0
1726701,0
5393348,1
1432592,0
4764942,0
1431243,0
5925616,0
1371089,0
2285615,1
3550659,0
1634321,0
2428537,0
3856293,0
5401369,0
2979885,0
1280835,0
3170482,1
6022008,0
2347307,0
2544811,1
1511779,0
2397822,0
1479798,0
2826558,0
5964133,0
5517209,0
2787018,1
2331083,0
2847599,0
5004415,0
4823321,0
4048126,1
4897930,0
5531156,0
2469330,0
3176156,0
2230302,0
5582441,0
3065770,0
2954688,0
5568865,0
4999417,0
4152634,0
2278608,0
3340757,0
1160434,0
2742618,0
3224796,0
3237985,1
6002293,0
3651371,0
3911025,0
1741776,0
3688803,0
2190245,0
3509981,0
4153677,0
5390358,0
4796421,0
2475318,0
3890429,0
5587536,0
1299920,0
4504102,0
1815949,1
4235528,0
2381312,1
1800657,0
3882556,0
4777956,0
1434038,0
1832354,1
1525812,1
1836332,0
5012315,1
4877151,0
3252514,1
2632007,0
4860546,0
3719248,0
5321766,0
4105508,0
4055805,0
5178316,0
5326437,0
2675312,0
5958362,0
1076009,0
2018481,0
3711836,0
3311997,0
5515666,0
2355550,0
1069485,0
5231731,1
2204291,0
5378429,1
2675473,0
3371906,0
3309018,0
4496667,0
2647646,1
4394356,0
4001485,0
3871756,0
3074305,1
4497237,0
1894172,0
5116633,0
4885740,0
1732562,0
1081301,0
1977018,0
1976494,0
5828775,0
3001950,0
4250522,0
3142506,0
4857686,0
3906419,0
5344273,0
2626196,0
5238883,0
2644630,1
4824981,0
3305123,0
1509536,0
1328221,0
1279192,0
3716895,0
1259587,0
1082654,0
1222257,0
5047444,0
2223550,0
1410316,0
3153436,0
3880341,0
2344485,1
1658167,0
4119827,0
1837848,0
5740057,0
1981237,0
2240805,1
1271953,0
2956489,0
1512026,0
1521644,0
3820906,0
3032162,0
5294364,0
5356051,0
4960097,0
3869237,0
4969709,0
3055214,0
5227500,0
2123667,0
4633729,1
2384580,0
5223233,0
5252483,0
2235733,0
2186410,1
4988186,1
2062794,0
2874757,0
4481955,0
2630460,0
1127289,1
2773580,0
3219109,1
5328613,1
2919588,0
1574715,0
4880083,0
2749130,0
1298419,0
4532397,0
2647923,0
5051021,0
2341487,0
5834272,0
5578746,0
2088255,0
2594963,0
5790778,0
5463187,0
2128723,0
3895425,0
5183051,0
4509612,0
1168343,0
2476539,0
3421138,0
3348466,0
3437517,0
2479190,0
5205375,0
4280291,1
1989249,1
5326979,0
2167900,0
2221778,1
2647756,0
2840602,0
4079374,0
2345876,0
3081432,0
1465805,1
3139349,0
1360885,0
2082691,0
5328819,0
3356761,1
3932699,0
3463120,0
4791016,0
4419429,0
5081835,0
5482270,0
3456806,0
2208042,0
3042942,1
4749800,0
1674211,0
1444898,0
4116421,0
4981062,1
4749105,1
3419564,0
5465680,0
1214386,0
1624408,0
5134222,0
1935267,0
3525952,0
4297799,1
3737677,0
3624652,0
2295544,0
2589844,0
4871099,0
3658696,0
1362622,0
4262359,0
5720962,1
2042389,0
5482935,0
3376960,1
4429325,0
1029879,0
3900007,0
1881276,0
5311793,1
5619425,0
3803374,0
2410304,0
1532740,0
2333105,1
5427700,0
1857548,0
1506931,0
4914335,0
5479147,0
3105017,0
5350473,0
4497715,0
3778011,0
3144564,0
4393742,0
2933367,0
4037589,1
5004914,0
3545395,0
2611137,0
4634069,0
4846170,0
3348549,0
4706806,0
2506648,0
3775080,0
2081666,0
1513178,0
3758581,0
3728994,0
4035470,0
5594164,0
3887222,1
3127123,0
2154420,0
4137949,0
4562486,0
4881921,0
5203058,0
5495190,0
5429496,1
4247612,0
2786683,0
2748181,0
5440288,0
5053273,0
3241310,0
5445225,1
3379667,1
1170565,0
4123179,0
1965771,0
1700744,0
4701867,0
5724606,0
4307193,1
4289449,0
5742573,0
4143059,0
5689258,0
6004632,0
2000003,0
2225614,0
4204200,0
1770403,0
3630135,0
2459791,1
1907977,0
3457799,1
5706970,0
1140475,0
4610116,0
4271736,0
1060484,0
1538936,0
5845528,0
5948074,0
3503747,1
5831743,0
5946470,0
3761504,0
4109753,0
5172690,0
3730160,0
3922406,0
4386480,0
2669920,0
3309989,0
1298612,0
2277076,0
2276507,0
5458025,0
5844191,1
5333657,0
2160481,0
4700772,0
4464980,0
3979762,0
5093009,0
5452939,0
4694379,0
4827488,0
3621126,1
2208601,0
5485785,0
5895663,0
2748086,0
5599018,0
4201399,0
1193395,0
5983097,1
4217851,0
4879880,0
1389902,0
2106908,0
4793231,0
3271430,0
4307563,0
3824556,0
1582972,0
3187780,0
5398566,0
4827860,0
4108388,1
3850892,0
5138828,0
2878264,1
1276082,0
1635347,0
4537767,0
3884558,0
4852211,0
5342614,0
2200135,0
4671976,1
2752380,0
5596904,0
3425549,1
3572271,0
3159474,0
3183912,0
2982667,0
1199654,0
3145329,0
1004355,0
3650931,0
5613002,0
4744764,0
1864287,0
3531482,0
4071633,0
4798941,0
3792038,0
3787616,0
4418029,0
5856064,0
2425001,0
4459655,0
2627837,0
1419551,0
1352549,0
2844186,1
4366350,0
2987424,0
2437444,0
1622147,0
5432716,0
1731383,0
2950276,0
4686549,1
1515867,0
5763974,0
3977205,0
3576029,0
2720049,0
5322312,0
1106198,0
5699278,0
3642391,0
4610470,0
4354359,0
2671779,0
2088776,0
5301087,0
3484826,0
1081983,0
3979704,0
4983715,0
5899812,1
2434810,0
1130449,1
4605558,0
4804406,0
2236946,0
3788137,0
5251687,0
2063123,0
1596197,0
4145485,0
3492028,0
1241117,0
4196160,0
3922970,0
4337891,0
